temperature 	 Volume_T	Volume_0	Volume_thermal_expansion	Linear_thermal_expansion	Cv_calc	Linear_expansion_factor	phi
598.0	46.23558176127009	45.64128985291565	1.001964938332927e-05	3.3398831277764233e-06	16.246509142108298	1.0019972501104104	1.4810898594363525e-06
600.0	46.23651096191227	45.64128985291565	1.0048544938623508e-05	3.3495149795411694e-06	16.289048588124718	1.0020097089877247	1.49075355054053e-06
602.0	46.23744289827294	45.64128985291565	1.0077926959418614e-05	3.3593089864728713e-06	16.331330542423046	1.0020223040098566	1.5006176536736562e-06
604.0	46.2383776148661	45.64128985291565	1.0107788564571189e-05	3.369262854857063e-06	16.373356539301057	1.0020350347643336	1.5106818542477462e-06
606.0	46.239315054138075	45.64128985291565	1.0137025997974242e-05	3.379008665991414e-06	16.415119853257565	1.0020476792515909	1.5206175098763117e-06
608.0	46.24025513365601	45.64128985291565	1.016537027885327e-05	3.388456759617757e-06	16.456620009301286	1.0020601817098476	1.5303419139819766e-06
610.0	46.241197974878794	45.64128985291565	1.0195026174297658e-05	3.3983420580992194e-06	16.49787521442675	1.0020729886554405	1.5405170019488246e-06
612.0	46.24214343868666	45.64128985291565	1.0223175969404687e-05	3.4077253231348956e-06	16.53886577294792	1.0020855278977585	1.5502946087871578e-06
614.0	46.24309157172288	45.64128985291565	1.0251828372477115e-05	3.417276124159038e-06	16.57960841174891	1.0020982075402336	1.5602799414332602e-06
616.0	46.24404226665158	45.64128985291565	1.0279318449436288e-05	3.4264394831454293e-06	16.620092109389212	1.0021106867216176	1.5699673637910855e-06
618.0	46.24499570933852	45.64128985291565	1.0308816446423157e-05	3.436272148807719e-06	16.66034239143411	1.0021236161879632	1.5803228437241707e-06
620.0	46.24595172111609	45.64128985291565	1.0336380865765972e-05	3.4454602885886572e-06	16.70033100137721	1.002136185378925	1.5901432387449784e-06
622.0	46.24691024149725	45.64128985291565	1.0363289601371698e-05	3.4544298671238993e-06	16.740069150611788	1.002148655377351	1.5998160048024243e-06
624.0	46.247871413380985	45.64128985291565	1.0391741618180794e-05	3.463913872726931e-06	16.779575027558842	1.0021614822565816	1.610018880381314e-06
626.0	46.24883520159146	45.64128985291565	1.041981156129577e-05	3.473270520431923e-06	16.818835597518305	1.0021742673457903	1.6201597740196162e-06
628.0	46.24980148817502	45.64128985291565	1.0446604539803423e-05	3.482201513267808e-06	16.857845610900085	1.002186822550332	1.6299589312678526e-06
630.0	46.2507703138934	45.64128985291565	1.0473836505317642e-05	3.4912788351058807e-06	16.896619599689732	1.0021995056661166	1.6399483941523124e-06
632.0	46.25174167204626	45.64128985291565	1.0500994321475141e-05	3.500331440491714e-06	16.93515519789517	1.0022122094703907	1.6499688454247561e-06
634.0	46.25271555883755	45.64128985291565	1.0528109386652082e-05	3.509369795550694e-06	16.973454171659224	1.0022249404503791	1.660030038998588e-06
636.0	46.25369187474562	45.64128985291565	1.055414688924767e-05	3.5180489630825568e-06	17.011510167017374	1.0022374791405204	1.669805265241301e-06
638.0	46.254670757668926	45.64128985291565	1.0581673414921644e-05	3.527224471640548e-06	17.049344180760865	1.0022503692129068	1.680104171004476e-06
640.0	46.25565203713153	45.64128985291565	1.060735539280087e-05	3.535785130933623e-06	17.086932410114905	1.0022629024837975	1.6898720681953277e-06
642.0	46.25663584517148	45.64128985291565	1.063446299662826e-05	3.5448209988760867e-06	17.12430117999396	1.0022757750812785	1.700146131763617e-06
