temperature	strain-1_cv	strain-2_cv	strain-3_cv	strain-4_cv	strain-5_cv	strain-6_cv	strain-7_cv	strain-8_cv	strain-9_cv	strain-10_cv	strain-11_cv
260.0	3.5990243	3.789575475	3.9978043	4.2270750375	4.4761721625	4.7455264625	5.0341715625	5.342661275	5.670739425	6.01370585	6.376640475
262.0	3.6634702125	3.8574165125	4.069190775	4.30213735	4.5549880125	4.8281237625	5.1205244375	5.4326927375	5.7643180625	6.1106285	6.476683275
264.0	3.7282263625	3.9255705	4.140885575	4.37749475	4.6340766625	4.9109621	5.2070772375	5.5228738125	5.857987375	6.2075758125	6.576677875
266.0	3.7932843	3.9940277125	4.21287755	4.4531347	4.7134242	4.9940263125	5.2938137	5.61318735	5.9517295375	6.3045296375	6.6766061
268.0	3.8586355875	4.0627783875	4.2851556125	4.5290447125	4.7930168375	5.0773013875	5.3807177625	5.703616425	6.0455270875	6.4014722375	6.7764502375
270.0	3.9242718	4.1318128375	4.3577087125	4.6052124375	4.8728409	5.1607725	5.4677735875	5.7941444625	6.1393629125	6.4983862625	6.876193075
272.0	3.9901845125	4.2011213625	4.4305258625	4.68162555	4.952882875	5.244425	5.5549656125	5.88475515	6.233220275	6.595254825	6.97581785
274.0	4.0563653375	4.2706943125	4.5035961125	4.75827185	5.03312935	5.328244425	5.642278475	5.9754324875	6.327082775	6.692061425	7.0753082625
276.0	4.122805875	4.340522075	4.5769086	4.83513925	5.1135670625	5.4122165125	5.729697075	6.0661607875	6.4209344	6.7887899875	7.1746485
278.0	4.189497775	4.4105950625	4.6504525	4.9122157125	5.1941829125	5.496327175	5.817206575	6.15692465	6.514759475	6.88542485	7.2738232
280.0	4.2564327	4.48090375	4.7242170625	4.98948935	5.274963925	5.5805625375	5.904792375	6.247709	6.6085426875	6.9819507625	7.37281745
282.0	4.323602325	4.551438625	4.798191625	5.066948375	5.3558973	5.6649089375	5.9924401375	6.338499075	6.702269125	7.078352875	7.4716167875
284.0	4.390998375	4.6221902625	4.8723656	5.1445811	5.436970375	5.7493529	6.080135775	6.4292803875	6.795924175	7.17461675	7.5702072
286.0	4.458612575	4.69314925	4.946728475	5.222375975	5.51817065	5.8338811625	6.1678654625	6.5200388	6.889493625	7.2707283625	7.6685751375
288.0	4.5264367125	4.7643062625	5.0212698125	5.3003215375	5.599485825	5.9184807	6.2556156375	6.6107604625	6.9829636	7.366674075	7.76670745
290.0	4.5944626	4.8356520125	5.0959792875	5.3784065125	5.680903725	6.00313865	6.343373	6.7014318375	7.0763206	7.4624406375	7.8645914375
292.0	4.6626820625	4.9071772625	5.17084665	5.4566197	5.762412375	6.0878424375	6.431124525	6.792039725	7.1695514625	7.558015225	7.9622148
294.0	4.731087	4.9788728875	5.2458617375	5.53495005	5.8439999625	6.1725796375	6.51885745	6.8825712	7.2626433875	7.65338535	8.0595657
296.0	4.7996693375	5.050729775	5.321014525	5.61338665	5.9256548625	6.2573381	6.60655925	6.9730136625	7.3555839	7.7485389625	8.15663265
298.0	4.8684210375	5.1227389125	5.3962950375	5.691918725	6.0073656125	6.3421058625	6.6942177125	7.0633548125	7.4483608875	7.8434643375	8.253404625
300.0	4.937334125	5.1948913375	5.4716934375	5.7705356625	6.0891209375	6.426871225	6.7818208375	7.1535826625	7.5409626	7.9381501625	8.34987095
302.0	5.0064006625	5.2671782125	5.5471999875	5.84922695	6.1709097625	6.5116226625	6.86935695	7.243685525	7.633377575	8.032585475	8.446021375
304.0	5.075612775	5.3395907	5.6228050625	5.92798225	6.2527211875	6.5963489	6.9568146	7.333652025	7.7255947375	8.1267596625	8.5418459875
306.0	5.144962625	5.412120125	5.6984991375	6.0067913875	6.3345445	6.6810389125	7.0441826	7.4234710625	7.8176033	8.2206625	8.6373353125
308.0	5.21444245	5.4847578375	5.7742728375	6.0856443	6.4163691625	6.765681875	7.13145005	7.5131318625	7.9093928375	8.3142841	8.7324802
310.0	5.2840445125	5.5574953	5.85011685	6.1645311	6.49818485	6.850267175	7.2186063	7.6026239375	8.0009532375	8.4076149	8.827271875
312.0	5.3537612	5.63032405	5.9260220375	6.2434420625	6.5799814125	6.93478445	7.30564095	7.691937075	8.092274675	8.5006457	8.9217019
314.0	5.4235848875	5.703235725	6.0019793375	6.3223676125	6.6617489	7.019223575	7.3925438875	7.781061375	8.1833476875	8.5933676375	9.0157622125
316.0	5.49350805	5.7762220625	6.07797985	6.4012983	6.7434775375	7.1035746	7.479305225	7.8699872125	8.2741631	8.6857721625	9.109445075
318.0	5.56352325	5.84927485	6.154014775	6.4802248875	6.8251577625	7.187827875	7.5659153375	7.95870525	8.3647120375	8.77785105	9.2027430875
320.0	5.6336230875	5.9223860375	6.2300754375	6.55913825	6.9067802	7.2719739	7.6523648875	8.0472064	8.4549859375	8.8695964125	9.2956491625
322.0	5.703800225	5.995547625	6.3061533	6.63802945	6.98833565	7.3560034375	7.7386447375	8.1354819125	8.5449765125	8.9610006375	9.3881565625
324.0	5.77404745	6.068751725	6.3822399625	6.7168897	7.0698151125	7.4399074625	7.8247460375	8.2235232375	8.6346758	9.05205645	9.4802588125
326.0	5.84435755	6.14199055	6.4583271375	6.7957103625	7.1512098	7.523677175	7.9106601625	8.3113221625	8.724076075	9.1427568375	9.571949775
328.0	5.91472345	6.2152564125	6.534406675	6.874483	7.232511075	7.6073039875	7.99637875	8.398870675	8.8131699625	9.2330951	9.6632236125
330.0	5.985138125	6.2885417375	6.610470575	6.953199275	7.3137105375	7.690779525	8.08189365	8.4861610875	8.9019502875	9.3230648375	9.7540747625
332.0	6.055594625	6.36183905	6.686510925	7.031851075	7.3947999375	7.77409565	8.1671969875	8.5731859	8.9904101875	9.4126599125	9.84449795
334.0	6.1260860875	6.4351409875	6.7625200125	7.1104304	7.475771225	7.8572444125	8.252281075	8.6599379375	9.078543075	9.5018744375	9.9344881625
336.0	6.1966057375	6.508440275	6.8384901875	7.1889294375	7.5566165625	7.9402180875	8.3371385125	8.7464102125	9.1663426	9.5907028375	10.0240406875
